income_total,DAYS_BIRTH,family_size,begin_month,credit
270000.0,-11978,3.0,-13.0,2.0
133650.0,-14596,3.0,-45.0,2.0
112500.0,-20440,2.0,-44.0,2.0
324000.0,-13482,3.0,-3.0,1.0
135000.0,-10112,3.0,-49.0,2.0
112500.0,-14612,4.0,-49.0,2.0
180000.0,-21180,2.0,-39.0,1.0
157500.0,-17460,1.0,-48.0,2.0
180000.0,-10472,2.0,-8.0,2.0
360000.0,-21258,2.0,-12.0,1.0
171000.0,-11301,4.0,-47.0,1.0
190399.5,-10409,2.0,-11.0,2.0
135000.0,-17479,1.0,-3.0,1.0
270000.0,-15101,4.0,-39.0,0.0
225000.0,-9690,1.0,-29.0,2.0
103500.0,-14276,2.0,-51.0,2.0
112500.0,-15686,1.0,-41.0,2.0
202500.0,-16200,3.0,-11.0,1.0
67500.0,-14575,3.0,0.0,1.0
112500.0,-9952,1.0,-3.0,1.0
225000.0,-14077,2.0,-11.0,0.0
180000.0,-21881,2.0,-27.0,2.0
112500.0,-11483,3.0,-9.0,2.0
225000.0,-14077,2.0,-36.0,1.0
135000.0,-11757,2.0,-18.0,0.0
315000.0,-13592,2.0,-20.0,2.0
180000.0,-13174,4.0,-49.0,2.0
180000.0,-13671,2.0,-10.0,0.0
157500.0,-15100,3.0,-39.0,2.0
180000.0,-11089,2.0,-34.0,2.0
103500.0,-11720,3.0,-15.0,2.0
121500.0,-15999,3.0,-53.0,1.0
225000.0,-10182,1.0,-23.0,2.0
72000.0,-23694,1.0,-34.0,2.0
157500.0,-12084,2.0,-21.0,2.0
76500.0,-12506,3.0,-58.0,1.0
135000.0,-14962,2.0,-55.0,2.0
225000.0,-12203,3.0,-45.0,2.0
202500.0,-13283,2.0,-4.0,2.0
157500.0,-13778,3.0,-38.0,2.0
94500.0,-22481,1.0,-16.0,1.0
270000.0,-13538,3.0,-7.0,1.0
112500.0,-11926,3.0,-10.0,1.0
112500.0,-13114,3.0,-30.0,2.0
99000.0,-12390,3.0,-21.0,0.0
180000.0,-21191,1.0,-48.0,2.0
135000.0,-19685,2.0,-3.0,0.0
315000.0,-10499,1.0,-38.0,2.0
157500.0,-14284,1.0,-44.0,2.0
135000.0,-21358,2.0,-54.0,2.0
202500.0,-14096,1.0,-6.0,0.0
90000.0,-11928,4.0,-42.0,2.0
157500.0,-16553,2.0,-11.0,2.0
180000.0,-13059,4.0,-25.0,0.0
247500.0,-19714,2.0,-30.0,0.0
270000.0,-14186,3.0,-39.0,1.0
270000.0,-22234,2.0,-51.0,2.0
135000.0,-21720,2.0,-15.0,2.0
405000.0,-14981,2.0,-43.0,2.0
225000.0,-20641,2.0,-44.0,2.0
144000.0,-16539,2.0,-10.0,1.0
180000.0,-16244,2.0,-17.0,0.0
103500.0,-23244,2.0,-32.0,0.0
247500.0,-21830,1.0,-60.0,2.0
180000.0,-13014,4.0,-5.0,1.0
180000.0,-16032,4.0,-20.0,0.0
45000.0,-18532,2.0,-53.0,2.0
382500.0,-21599,1.0,-58.0,2.0
270000.0,-13270,1.0,-40.0,2.0
360000.0,-15596,2.0,-56.0,2.0
135000.0,-12256,2.0,-43.0,2.0
90000.0,-21973,1.0,-42.0,1.0
180000.0,-23546,2.0,-50.0,2.0
135000.0,-11383,3.0,-35.0,2.0
202500.0,-17807,2.0,-47.0,1.0
360000.0,-11089,2.0,-7.0,1.0
90000.0,-10883,3.0,-14.0,2.0
90000.0,-20299,2.0,-4.0,1.0
135000.0,-9662,1.0,-4.0,2.0
112500.0,-23026,2.0,-30.0,1.0
225000.0,-10602,2.0,-20.0,2.0
112500.0,-12733,2.0,-44.0,1.0
90000.0,-15775,4.0,-45.0,2.0
225000.0,-14667,2.0,-30.0,2.0
180000.0,-14566,3.0,-27.0,2.0
180000.0,-9624,2.0,-6.0,2.0
450000.0,-18089,4.0,-11.0,2.0
225000.0,-13747,3.0,-42.0,0.0
135000.0,-22880,2.0,-27.0,2.0
94500.0,-21373,2.0,-5.0,2.0
112500.0,-14266,4.0,-22.0,2.0
90000.0,-16280,3.0,-34.0,2.0
81000.0,-10388,3.0,-7.0,1.0
306000.0,-16011,2.0,-14.0,1.0
94500.0,-12102,4.0,-11.0,2.0
112500.0,-9885,3.0,-7.0,0.0
180000.0,-13687,2.0,-25.0,0.0
112500.0,-20636,2.0,-50.0,2.0
115290.0,-23187,2.0,-16.0,2.0
270000.0,-17971,2.0,-45.0,2.0
135000.0,-17452,2.0,-56.0,0.0
247500.0,-16127,2.0,-7.0,0.0
112500.0,-19054,2.0,-37.0,2.0
112500.0,-14000,2.0,-26.0,2.0
337500.0,-14408,2.0,-34.0,2.0
90000.0,-10883,3.0,-34.0,2.0
135000.0,-14935,3.0,-8.0,2.0
135000.0,-20027,1.0,-39.0,2.0
157500.0,-10425,2.0,-4.0,0.0
135000.0,-14521,2.0,-29.0,2.0
117000.0,-20754,2.0,-26.0,2.0
225000.0,-17795,2.0,-20.0,2.0
135000.0,-10288,3.0,-16.0,2.0
67500.0,-10760,2.0,-1.0,1.0
360000.0,-19070,2.0,-16.0,2.0
315000.0,-13224,2.0,-4.0,0.0
225000.0,-17762,2.0,-59.0,2.0
117000.0,-15081,3.0,-13.0,1.0
180000.0,-14534,1.0,-53.0,2.0
112500.0,-18516,2.0,-49.0,2.0
216000.0,-12304,2.0,-22.0,2.0
157500.0,-9876,2.0,-51.0,1.0
306000.0,-12677,2.0,-4.0,1.0
225000.0,-15817,3.0,-53.0,2.0
225000.0,-10755,2.0,-5.0,2.0
225000.0,-9187,1.0,-3.0,1.0
324000.0,-11523,3.0,-7.0,0.0
225000.0,-12607,3.0,-8.0,0.0
67500.0,-22351,1.0,-21.0,2.0
90000.0,-17784,2.0,-22.0,2.0
139500.0,-8723,2.0,-14.0,2.0
216000.0,-20388,1.0,-16.0,2.0
202500.0,-15047,2.0,-45.0,2.0
54000.0,-21815,2.0,-49.0,0.0
103500.0,-14431,4.0,-51.0,2.0
108000.0,-14028,3.0,-39.0,2.0
112500.0,-15171,3.0,-17.0,2.0
54000.0,-13940,5.0,-32.0,2.0
112500.0,-12924,2.0,-25.0,2.0
112500.0,-8272,1.0,-23.0,2.0
121500.0,-14869,2.0,-30.0,1.0
126000.0,-22811,2.0,-6.0,2.0
247500.0,-9159,2.0,-6.0,1.0
315000.0,-13064,2.0,-33.0,2.0
360000.0,-16030,4.0,-33.0,2.0
121500.0,-23683,2.0,-26.0,0.0
202500.0,-15406,2.0,-38.0,2.0
76500.0,-23457,1.0,-23.0,1.0
270000.0,-11506,4.0,-49.0,2.0
180000.0,-9930,4.0,-56.0,1.0
247500.0,-20112,2.0,-12.0,2.0
90000.0,-23118,2.0,-35.0,1.0
202500.0,-14909,2.0,-42.0,2.0
240750.0,-17693,2.0,-28.0,2.0
135000.0,-15459,2.0,-6.0,2.0
119250.0,-17542,2.0,-30.0,2.0
157500.0,-18997,2.0,-34.0,2.0
90000.0,-21289,2.0,-1.0,1.0
270000.0,-11842,3.0,-43.0,0.0
207000.0,-14740,2.0,-40.0,2.0
184500.0,-13438,2.0,-23.0,0.0
279000.0,-21177,2.0,-39.0,0.0
202500.0,-16834,1.0,-3.0,1.0
76500.0,-10080,3.0,-16.0,2.0
63000.0,-21475,2.0,-47.0,2.0
225000.0,-22523,2.0,-11.0,2.0
112500.0,-13574,2.0,-28.0,2.0
180000.0,-9791,2.0,-21.0,2.0
112500.0,-16023,3.0,-50.0,2.0
112500.0,-13099,2.0,-1.0,0.0
283500.0,-12902,4.0,-1.0,1.0
270000.0,-9087,1.0,-34.0,2.0
180000.0,-10774,3.0,-12.0,0.0
157500.0,-11050,3.0,-16.0,0.0
202500.0,-12642,4.0,-30.0,1.0
157500.0,-13633,4.0,-6.0,2.0
157500.0,-12942,2.0,-52.0,2.0
67500.0,-17510,2.0,-31.0,2.0
315000.0,-9130,1.0,-27.0,2.0
157500.0,-17039,2.0,-7.0,2.0
148500.0,-9382,1.0,-6.0,2.0
103500.0,-18292,2.0,-49.0,0.0
112500.0,-10101,2.0,-3.0,1.0
202500.0,-22042,2.0,-24.0,1.0
202500.0,-17262,2.0,-32.0,2.0
135000.0,-15875,2.0,-14.0,0.0
135000.0,-17615,1.0,-44.0,0.0
247500.0,-19046,1.0,-6.0,2.0
270000.0,-20776,2.0,-45.0,2.0
391500.0,-17522,1.0,-55.0,2.0
225000.0,-18241,2.0,-11.0,2.0
180000.0,-20844,2.0,-25.0,2.0
112500.0,-15817,1.0,-27.0,1.0
90000.0,-11510,2.0,-34.0,1.0
202500.0,-18596,1.0,0.0,1.0
108000.0,-12098,2.0,-10.0,2.0
247500.0,-11380,3.0,-5.0,0.0
297000.0,-15519,1.0,-34.0,1.0
144000.0,-19270,2.0,-30.0,2.0
135000.0,-20152,2.0,-24.0,2.0
135000.0,-18109,2.0,-16.0,0.0
135000.0,-19253,2.0,-29.0,2.0
157500.0,-17262,3.0,-36.0,2.0
135000.0,-23021,2.0,-30.0,2.0
360000.0,-19070,2.0,-27.0,2.0
180000.0,-13484,2.0,-38.0,2.0
180000.0,-12925,3.0,-28.0,2.0
67500.0,-18590,2.0,-37.0,1.0
144000.0,-10659,3.0,-13.0,2.0
112500.0,-16907,2.0,-31.0,2.0
90000.0,-10957,2.0,-21.0,0.0
180000.0,-18838,2.0,-36.0,2.0
171000.0,-16241,1.0,-53.0,2.0
76500.0,-12463,4.0,-33.0,2.0
90000.0,-16569,2.0,-48.0,2.0
180000.0,-23269,2.0,-45.0,2.0
202500.0,-21148,2.0,-31.0,2.0
135000.0,-22333,2.0,-1.0,1.0
157500.0,-20158,2.0,-43.0,1.0
225000.0,-14667,2.0,-20.0,2.0
135000.0,-21179,2.0,-52.0,2.0
225000.0,-9768,2.0,-39.0,1.0
112500.0,-15852,2.0,-15.0,2.0
450000.0,-21480,2.0,-24.0,2.0
360000.0,-17160,2.0,-41.0,2.0
157500.0,-11053,2.0,-37.0,2.0
135000.0,-11440,2.0,-7.0,0.0
135000.0,-11645,4.0,-23.0,2.0
112500.0,-20536,1.0,-36.0,2.0
112500.0,-17493,2.0,-55.0,2.0
135000.0,-16505,2.0,-31.0,2.0
135000.0,-13770,3.0,-7.0,2.0
157500.0,-15702,2.0,-60.0,2.0
135000.0,-20301,2.0,-56.0,2.0
135000.0,-9768,3.0,-37.0,2.0
135000.0,-10448,2.0,-24.0,1.0
90000.0,-16459,2.0,-8.0,0.0
225000.0,-12644,4.0,-49.0,2.0
135000.0,-10153,2.0,-13.0,2.0
180000.0,-12946,2.0,-23.0,2.0
225000.0,-12075,1.0,-9.0,1.0
135000.0,-12446,2.0,-11.0,0.0
153000.0,-21256,1.0,-46.0,1.0
112500.0,-15174,3.0,-55.0,0.0
202500.0,-22318,2.0,-10.0,1.0
225000.0,-14295,1.0,-29.0,2.0
49500.0,-22446,2.0,-55.0,2.0
90000.0,-22225,2.0,-27.0,2.0
126000.0,-13173,3.0,-45.0,2.0
135000.0,-19008,2.0,-53.0,2.0
144000.0,-14427,2.0,-51.0,2.0
112500.0,-13165,3.0,-3.0,1.0
261000.0,-8897,2.0,-37.0,2.0
112500.0,-17472,2.0,-48.0,2.0
135000.0,-20929,1.0,-31.0,1.0
112500.0,-12369,1.0,-13.0,2.0
90000.0,-15859,2.0,-8.0,2.0
180000.0,-18979,3.0,-24.0,1.0
58500.0,-24473,2.0,-47.0,2.0
202500.0,-13483,4.0,-52.0,1.0
315000.0,-19180,2.0,-60.0,2.0
99000.0,-17952,1.0,-16.0,2.0
247500.0,-22332,1.0,-53.0,2.0
247500.0,-9717,1.0,-9.0,2.0
180000.0,-11749,2.0,-23.0,2.0
675000.0,-14163,4.0,-45.0,1.0
450000.0,-14874,4.0,-22.0,2.0
185400.0,-23584,1.0,-17.0,2.0
112500.0,-13440,2.0,-50.0,2.0
90000.0,-17406,2.0,-6.0,2.0
126000.0,-12264,5.0,-54.0,2.0
225000.0,-12195,1.0,-29.0,2.0
58500.0,-13791,3.0,-24.0,2.0
112500.0,-10157,2.0,-9.0,2.0
157500.0,-21497,1.0,-60.0,2.0
202500.0,-18093,1.0,-46.0,2.0
247500.0,-17454,2.0,-18.0,1.0
247500.0,-11268,2.0,-43.0,2.0
157500.0,-21635,2.0,-15.0,1.0
180000.0,-12258,4.0,-46.0,2.0
157500.0,-13355,2.0,-45.0,2.0
157500.0,-15488,2.0,-9.0,2.0
112500.0,-16917,1.0,-24.0,1.0
225000.0,-11616,2.0,-54.0,2.0
450000.0,-19087,2.0,-7.0,2.0
112500.0,-10189,3.0,-54.0,2.0
157500.0,-23180,2.0,-17.0,2.0
157500.0,-11956,1.0,-26.0,2.0
225000.0,-10166,1.0,-32.0,1.0
139500.0,-14355,3.0,-38.0,2.0
157500.0,-18571,2.0,-17.0,2.0
180000.0,-16234,3.0,-24.0,2.0
114750.0,-21268,1.0,-16.0,2.0
180000.0,-9863,1.0,-8.0,2.0
121500.0,-12662,2.0,-27.0,2.0
157500.0,-15185,4.0,-32.0,2.0
171000.0,-18348,2.0,-32.0,2.0
112500.0,-11731,5.0,-22.0,2.0
360000.0,-19572,2.0,-4.0,2.0
135000.0,-23563,2.0,-49.0,2.0
112500.0,-14962,3.0,-40.0,0.0
207000.0,-19569,1.0,-44.0,1.0
144000.0,-22491,2.0,-21.0,2.0
157500.0,-19718,2.0,-8.0,2.0
225000.0,-13456,4.0,-24.0,2.0
157500.0,-12374,2.0,-1.0,1.0
202500.0,-19631,2.0,-58.0,2.0
206100.0,-20296,2.0,-31.0,2.0
225000.0,-13348,2.0,-42.0,0.0
247500.0,-22107,2.0,-57.0,2.0
180000.0,-16398,3.0,-50.0,0.0
157500.0,-9876,2.0,-6.0,1.0
360000.0,-19958,2.0,-6.0,2.0
81000.0,-17876,1.0,-42.0,2.0
225000.0,-14600,2.0,-23.0,0.0
135000.0,-16415,3.0,-51.0,1.0
157500.0,-21497,1.0,-50.0,2.0
153000.0,-21778,1.0,-42.0,2.0
229500.0,-16481,1.0,-8.0,2.0
247500.0,-13570,2.0,-19.0,2.0
135000.0,-13928,4.0,-19.0,2.0
81000.0,-9172,2.0,-5.0,1.0
135000.0,-20462,1.0,-40.0,0.0
180000.0,-14687,3.0,-5.0,2.0
90000.0,-11599,4.0,-37.0,2.0
90000.0,-16536,4.0,-14.0,2.0
157500.0,-22414,2.0,-3.0,0.0
81000.0,-15062,3.0,-41.0,0.0
180000.0,-15116,3.0,-5.0,0.0
112500.0,-11589,2.0,-29.0,2.0
112500.0,-8699,2.0,-14.0,2.0
315000.0,-17348,2.0,-13.0,2.0
90000.0,-23262,1.0,-35.0,1.0
202500.0,-16184,3.0,-24.0,2.0
675000.0,-11912,2.0,-42.0,2.0
180000.0,-14344,2.0,-12.0,2.0
121500.0,-11023,4.0,-16.0,1.0
133650.0,-14596,3.0,-45.0,2.0
67500.0,-11126,2.0,-38.0,0.0
135000.0,-15875,2.0,-9.0,2.0
144000.0,-9839,4.0,-3.0,1.0
252000.0,-21663,2.0,-29.0,2.0
144000.0,-21916,2.0,-6.0,2.0
180000.0,-15351,1.0,-31.0,1.0
225000.0,-13024,2.0,-33.0,0.0
225000.0,-21131,2.0,-49.0,2.0
135000.0,-10091,2.0,-53.0,2.0
247500.0,-15932,2.0,-54.0,2.0
67500.0,-14872,1.0,-7.0,2.0
135000.0,-13689,3.0,-50.0,1.0
202500.0,-16299,2.0,-32.0,2.0
157500.0,-17567,2.0,-19.0,1.0
90000.0,-15945,2.0,-32.0,2.0
180000.0,-15623,2.0,-42.0,1.0
337500.0,-16867,3.0,-59.0,2.0
135000.0,-17137,1.0,-11.0,1.0
202500.0,-22960,2.0,-6.0,2.0
157500.0,-12009,1.0,-17.0,2.0
157500.0,-11965,2.0,-36.0,1.0
135000.0,-15875,2.0,-33.0,2.0
157500.0,-17340,2.0,-3.0,1.0
135000.0,-16728,2.0,-38.0,2.0
315000.0,-18233,2.0,-27.0,1.0
270000.0,-21185,1.0,-14.0,2.0
270000.0,-19963,2.0,-15.0,0.0
40500.0,-21177,2.0,-48.0,0.0
315000.0,-14606,2.0,-48.0,2.0
112500.0,-12078,2.0,-21.0,1.0
112500.0,-9525,1.0,-34.0,2.0
292500.0,-8782,4.0,-27.0,2.0
202500.0,-20116,2.0,-44.0,2.0
252000.0,-22117,2.0,-30.0,2.0
225000.0,-9444,1.0,-22.0,0.0
180000.0,-24780,2.0,-43.0,2.0
202500.0,-23390,2.0,-32.0,2.0
117000.0,-18009,2.0,-40.0,2.0
270000.0,-19724,2.0,-10.0,0.0
112500.0,-11631,2.0,-51.0,1.0
157500.0,-12682,4.0,-6.0,1.0
85500.0,-15014,3.0,-49.0,2.0
112500.0,-10858,3.0,-40.0,2.0
202500.0,-19598,2.0,-57.0,2.0
225000.0,-13813,1.0,-26.0,2.0
144000.0,-16898,1.0,-59.0,2.0
247500.0,-15932,2.0,-38.0,2.0
90000.0,-14116,2.0,-7.0,2.0
112500.0,-12207,3.0,-12.0,1.0
202500.0,-15804,3.0,-12.0,2.0
249750.0,-17394,1.0,-28.0,2.0
382500.0,-16482,2.0,-16.0,2.0
90000.0,-14565,2.0,-13.0,2.0
225000.0,-15734,1.0,-14.0,2.0
270000.0,-17193,3.0,-9.0,2.0
292500.0,-10375,2.0,-8.0,2.0
216000.0,-12833,3.0,-2.0,1.0
157500.0,-10031,2.0,-34.0,2.0
157500.0,-17991,3.0,-16.0,2.0
135000.0,-9299,1.0,-7.0,1.0
270000.0,-10492,2.0,-55.0,2.0
252000.0,-15978,2.0,-10.0,1.0
45000.0,-22783,2.0,-42.0,0.0
315000.0,-15256,1.0,-50.0,2.0
202500.0,-15744,1.0,-5.0,0.0
112500.0,-20132,1.0,-11.0,2.0
135000.0,-18543,2.0,-2.0,1.0
405000.0,-13692,2.0,-25.0,0.0
202500.0,-10152,2.0,-11.0,2.0
135000.0,-14687,3.0,-37.0,2.0
112500.0,-21797,2.0,-48.0,2.0
63000.0,-20689,1.0,-53.0,0.0
225000.0,-13160,4.0,-16.0,2.0
292500.0,-15670,2.0,-1.0,0.0
315000.0,-16314,2.0,-25.0,2.0
144000.0,-12753,3.0,-26.0,2.0
180000.0,-18979,3.0,-32.0,2.0
315000.0,-15527,2.0,-49.0,1.0
315000.0,-23313,2.0,-27.0,2.0
135000.0,-18230,3.0,-7.0,2.0
135000.0,-9423,3.0,-15.0,2.0
69750.0,-10167,3.0,-46.0,2.0
139500.0,-20863,2.0,-19.0,2.0
47250.0,-21414,2.0,-9.0,2.0
180000.0,-16000,5.0,-35.0,2.0
360000.0,-18577,2.0,-27.0,1.0
157500.0,-12585,3.0,-12.0,2.0
225000.0,-15355,2.0,-43.0,2.0
112500.0,-23588,2.0,-12.0,2.0
103500.0,-22111,2.0,-7.0,2.0
90000.0,-9861,3.0,-39.0,1.0
225000.0,-19124,2.0,-35.0,2.0
90000.0,-17710,1.0,-8.0,2.0
202500.0,-20227,1.0,-47.0,0.0
171000.0,-18839,2.0,-44.0,2.0
202500.0,-16391,3.0,-6.0,0.0
270000.0,-17110,3.0,-50.0,2.0
112500.0,-20109,2.0,-10.0,2.0
135000.0,-13689,3.0,-22.0,2.0
99000.0,-22187,2.0,-52.0,2.0
225000.0,-12798,4.0,-15.0,2.0
117000.0,-21428,2.0,-5.0,2.0
58500.0,-20189,2.0,-49.0,2.0
540000.0,-20074,2.0,-32.0,2.0
135000.0,-10386,1.0,-5.0,2.0
333000.0,-11525,3.0,-40.0,2.0
90000.0,-19310,2.0,-4.0,1.0
121500.0,-17960,2.0,-51.0,1.0
112500.0,-13692,3.0,-39.0,2.0
180000.0,-16743,1.0,-6.0,2.0
157500.0,-15514,3.0,-20.0,2.0
56250.0,-21342,2.0,-28.0,2.0
270000.0,-16197,2.0,-21.0,2.0
99000.0,-21678,1.0,-10.0,2.0
157500.0,-19382,2.0,-34.0,2.0
247500.0,-14020,2.0,-2.0,1.0
112500.0,-17816,2.0,-42.0,2.0
85500.0,-23413,1.0,-12.0,2.0
256500.0,-21503,2.0,-25.0,2.0
81000.0,-12087,4.0,-3.0,1.0
225000.0,-9690,1.0,-37.0,2.0
90000.0,-16767,3.0,-6.0,2.0
225000.0,-14827,2.0,-7.0,2.0
135000.0,-10650,3.0,-8.0,2.0
360000.0,-18580,2.0,-27.0,2.0
108000.0,-12249,2.0,-17.0,2.0
112500.0,-10177,2.0,-54.0,1.0
450000.0,-20343,2.0,-33.0,2.0
270000.0,-16971,1.0,-19.0,1.0
162000.0,-22795,2.0,-43.0,2.0
202500.0,-17585,2.0,-10.0,2.0
225000.0,-14816,2.0,-3.0,1.0
135000.0,-9818,1.0,-42.0,2.0
360000.0,-22295,2.0,-5.0,1.0
65250.0,-19897,1.0,-47.0,2.0
67500.0,-15563,2.0,-50.0,2.0
450000.0,-12238,4.0,-35.0,2.0
391500.0,-17522,1.0,-26.0,1.0
54000.0,-22702,2.0,-42.0,2.0
157500.0,-22210,2.0,-26.0,2.0
90000.0,-17767,2.0,-51.0,2.0
126000.0,-20851,2.0,-54.0,2.0
157500.0,-13811,3.0,-23.0,0.0
67500.0,-21732,2.0,-14.0,2.0
139500.0,-18730,2.0,-40.0,2.0
135000.0,-11390,2.0,-45.0,2.0
90000.0,-22123,2.0,-40.0,1.0
63000.0,-13288,2.0,-2.0,1.0
180000.0,-14943,2.0,-41.0,2.0
157500.0,-13389,2.0,-18.0,2.0
153000.0,-21778,1.0,-16.0,2.0
360000.0,-9514,1.0,-8.0,2.0
270000.0,-19960,2.0,-10.0,0.0
180000.0,-14621,3.0,-28.0,2.0
126000.0,-23751,2.0,-3.0,1.0
283500.0,-22464,1.0,-17.0,2.0
135000.0,-14838,5.0,-47.0,2.0
675000.0,-16338,3.0,-53.0,2.0
225000.0,-14148,3.0,-17.0,2.0
90000.0,-19872,2.0,-55.0,1.0
135000.0,-11004,2.0,-35.0,1.0
67500.0,-21889,2.0,-12.0,1.0
216000.0,-20024,1.0,-22.0,1.0
292500.0,-21076,2.0,-6.0,2.0
315000.0,-17107,1.0,-16.0,2.0
148500.0,-12960,5.0,-35.0,2.0
112500.0,-18435,2.0,-46.0,2.0
202500.0,-21381,1.0,-22.0,2.0
157500.0,-10737,2.0,-35.0,2.0
560250.0,-12987,2.0,-39.0,1.0
135000.0,-20542,2.0,-57.0,1.0
225000.0,-18824,3.0,-18.0,2.0
328500.0,-14897,2.0,-3.0,0.0
99000.0,-22799,2.0,-25.0,1.0
117000.0,-21428,2.0,-39.0,1.0
180000.0,-24376,1.0,-32.0,2.0
157500.0,-9373,1.0,-21.0,0.0
270000.0,-20776,2.0,-60.0,0.0
135000.0,-12546,3.0,-26.0,2.0
180000.0,-14687,3.0,-53.0,2.0
90000.0,-21973,1.0,-14.0,1.0
270000.0,-13130,2.0,-42.0,2.0
225000.0,-13648,2.0,-54.0,2.0
202500.0,-23290,1.0,-3.0,1.0
202500.0,-15787,1.0,-7.0,2.0
265500.0,-14709,2.0,-58.0,1.0
148500.0,-11675,3.0,-34.0,2.0
292500.0,-12609,3.0,-52.0,2.0
135000.0,-8899,2.0,-57.0,2.0
135000.0,-23929,1.0,-6.0,1.0
157500.0,-8948,3.0,-55.0,2.0
292500.0,-18698,2.0,-30.0,1.0
157500.0,-11609,3.0,-38.0,2.0
360450.0,-18854,2.0,-48.0,2.0
135000.0,-12446,2.0,-19.0,0.0
76500.0,-20592,2.0,-35.0,0.0
180000.0,-16677,1.0,-59.0,2.0
157500.0,-16609,3.0,-16.0,2.0
450000.0,-17437,3.0,-56.0,2.0
112500.0,-21367,2.0,-19.0,1.0
225000.0,-17051,2.0,-14.0,2.0
202500.0,-18744,2.0,-18.0,2.0
180000.0,-12956,2.0,-30.0,2.0
315000.0,-18018,2.0,-28.0,1.0
202500.0,-17782,1.0,-22.0,2.0
270000.0,-13266,2.0,-17.0,2.0
315000.0,-17832,1.0,-3.0,0.0
225000.0,-12994,2.0,-39.0,2.0
180000.0,-19881,2.0,-2.0,1.0
108000.0,-12249,2.0,-12.0,2.0
202500.0,-13593,4.0,-38.0,2.0
225000.0,-24166,2.0,-36.0,1.0
180000.0,-8862,1.0,-12.0,1.0
202500.0,-18093,1.0,-8.0,2.0
225000.0,-19309,2.0,-43.0,2.0
112500.0,-13405,4.0,-47.0,2.0
180000.0,-17935,2.0,-51.0,2.0
202500.0,-15556,2.0,-23.0,2.0
135000.0,-11586,3.0,-12.0,2.0
274500.0,-17448,2.0,-47.0,2.0
121500.0,-18828,2.0,-40.0,2.0
112500.0,-8466,2.0,-10.0,1.0
306000.0,-18635,2.0,-11.0,2.0
135000.0,-12099,1.0,-15.0,2.0
225000.0,-10298,3.0,-42.0,2.0
112500.0,-19921,2.0,-41.0,2.0
90000.0,-15948,1.0,-17.0,2.0
130500.0,-10969,4.0,-11.0,2.0
225000.0,-23868,2.0,-20.0,2.0
225000.0,-19147,2.0,-44.0,2.0
225000.0,-9932,3.0,-6.0,1.0
135000.0,-10650,3.0,-55.0,2.0
135000.0,-11746,2.0,-34.0,0.0
180000.0,-9147,1.0,-12.0,1.0
112500.0,-8347,1.0,-37.0,2.0
225000.0,-10748,2.0,-12.0,1.0
153000.0,-10762,1.0,-3.0,1.0
283500.0,-17651,2.0,-59.0,2.0
270000.0,-17482,1.0,-25.0,2.0
247500.0,-10952,2.0,-28.0,2.0
202500.0,-13956,2.0,-56.0,2.0
315000.0,-15653,2.0,-33.0,2.0
315000.0,-13557,2.0,-46.0,2.0
292500.0,-10297,2.0,-12.0,2.0
315000.0,-17995,2.0,-7.0,2.0
135000.0,-13612,4.0,-15.0,0.0
112500.0,-17928,1.0,-20.0,2.0
112500.0,-19723,2.0,-48.0,2.0
171000.0,-13344,4.0,-11.0,2.0
157500.0,-19523,1.0,-8.0,2.0
135000.0,-14309,2.0,-4.0,1.0
90000.0,-14525,3.0,-8.0,2.0
171000.0,-18672,1.0,-1.0,1.0
225000.0,-16874,2.0,-43.0,2.0
135000.0,-12579,3.0,-14.0,1.0
90000.0,-11908,3.0,-5.0,0.0
90000.0,-21885,2.0,-4.0,1.0
126000.0,-18888,2.0,-41.0,2.0
202500.0,-17585,2.0,-18.0,2.0
157500.0,-11935,3.0,-45.0,2.0
252000.0,-12483,3.0,-13.0,1.0
157500.0,-11332,2.0,-26.0,0.0
315000.0,-21012,1.0,-35.0,2.0
180000.0,-23770,2.0,-17.0,2.0
225000.0,-10304,2.0,-34.0,1.0
315000.0,-16314,2.0,-15.0,2.0
135000.0,-21374,2.0,-57.0,2.0
427500.0,-15085,3.0,-14.0,2.0
382500.0,-21748,2.0,-20.0,2.0
123750.0,-16686,2.0,-51.0,2.0
315000.0,-15653,2.0,-3.0,1.0
202500.0,-14143,1.0,-15.0,2.0
76500.0,-15905,3.0,-31.0,1.0
387000.0,-13168,3.0,-16.0,0.0
184500.0,-18013,2.0,-34.0,2.0
67500.0,-19368,2.0,-33.0,2.0
108000.0,-13012,3.0,-25.0,1.0
157500.0,-8948,3.0,-32.0,2.0
202500.0,-23290,1.0,-13.0,0.0
112500.0,-13022,4.0,-27.0,2.0
355500.0,-15220,3.0,-13.0,0.0
112500.0,-18516,2.0,-40.0,1.0
90000.0,-12829,3.0,-31.0,2.0
225000.0,-12705,4.0,-37.0,2.0
135000.0,-13785,1.0,-23.0,2.0
225000.0,-14136,4.0,-1.0,1.0
405000.0,-12906,2.0,-21.0,2.0
202500.0,-11392,1.0,-9.0,2.0
157500.0,-19922,2.0,-38.0,2.0
270000.0,-19040,3.0,-57.0,0.0
126000.0,-10324,2.0,-57.0,2.0
135000.0,-9497,2.0,-7.0,1.0
157500.0,-11888,2.0,-24.0,2.0
126000.0,-16849,1.0,-48.0,2.0
166500.0,-10794,2.0,-6.0,2.0
450000.0,-13720,2.0,-9.0,2.0
67500.0,-18401,2.0,-36.0,2.0
